STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-10,0,16.3,20,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-11,0,16.6,19.4,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-12,0,15.9,18.9,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-13,0,16.6,21.1,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-14,0,17.3,19.4,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-15,0,17.7,21.1,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-16,0,17.6,20.6,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-17,0,17.6,20.6,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-18,0,16.7,17.8,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-19,0,16.9,20,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-20,0,16.6,19.4,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-21,0,15.6,18.9,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-22,0,16,20,11.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-23,0,16.8,21.7,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-24,0,16.2,19.4,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-25,0,16.1,19.4,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-26,0,16.4,20.6,12.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-27,0,16.7,20,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-28,0,16.8,19.4,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-29,0,16.7,20.6,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-30,0,16.7,20.6,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-05-31,0,16.8,20.6,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-01,0,17.5,20.6,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-02,0,17.6,20,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-03,0,17.1,22.8,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-04,0,17,19.4,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-05,0,15.4,17.2,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-06,0,15.7,20,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-07,0,16.7,20.6,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-08,0,17.4,21.7,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-09,0,17.3,20,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-10,0,17.8,21.7,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-11,0,18.1,21.7,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-12,0,18.1,20.6,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-13,0,17.5,20.6,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-14,0,16.8,20,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-15,0,17.7,20.6,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-16,0,17.9,21.7,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-17,0,19.4,24.4,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-18,0,20.4,25,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-19,0,23.2,29.4,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-20,0,24.7,35,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-21,0,23.9,28.3,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-22,0,19.9,23.9,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-23,0,20,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-24,0,19.1,22.8,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-25,0,20,23.3,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-26,0,20.6,22.8,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-27,0,20.8,25.6,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-28,0,21.2,24.4,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-29,0,20.8,23.9,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-06-30,0,20.7,24.4,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-01,0,21,23.9,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-02,0,20.2,23.3,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-03,0,19.6,22.8,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-04,0,19.3,22.2,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-05,0,20,23.3,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-06,0,19.9,23.3,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-07,0,20.2,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-08,0,20.3,23.9,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-09,0,20.1,24.4,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-10,0,20.9,24.4,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-11,0,21,25,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-12,0,20.9,23.3,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-13,0,20.9,24.4,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-14,0,20.4,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-15,0,19.9,23.9,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-16,0,20.3,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-17,0,20.1,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-18,0,20.7,24.4,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-19,0,20.7,24.4,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-20,0,22.4,26.7,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-21,0,23.1,28.3,20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-22,0,23.9,28.9,20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-23,0,24.6,28.9,21.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-24,0,23.7,30,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-25,0,23.5,27.8,20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-26,0,22,26.1,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-27,0,22.8,26.7,20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-28,0,22.7,26.1,20.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-29,0,22.8,26.1,20.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-30,0,22.9,26.1,20.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-07-31,0,22.7,27.8,20.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-01,0,22.5,25.6,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-02,0,21.7,25.6,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-03,0,21.9,26.1,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-04,0,21.9,25.6,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-05,0,21.2,25,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-06,0,20.6,23.9,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-07,0,20.7,24.4,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-08,0,21,25,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-09,0,21.6,25,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-10,0,21.2,25,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-11,0,21.2,25.6,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-12,0,20.7,24.4,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-13,0,21.3,24.4,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-14,0,22,25,20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-15,0,21.4,25.6,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-16,0,20.3,24.4,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-17,0,19.3,23.3,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-18,0,19.2,23.3,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-19,0,19.7,22.8,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-20,0,19.4,22.2,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-21,0,19.7,23.3,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-22,0,20.1,23.9,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-23,0,20.5,24.4,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-24,0,20.6,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-25,0,19.9,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-26,0,20.1,24.4,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-27,0,20,23.3,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-28,0,20.1,23.9,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-29,0,21.6,25,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-30,0,22.4,26.7,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-08-31,0,22.2,24.4,20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-01,0,21.2,24.4,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-02,0,21.1,23.9,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-03,0,20.4,23.3,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-04,0,19.6,22.8,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-05,0,19.4,22.8,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-06,0,19.6,23.3,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-07,0,19.8,23.3,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-08,0,20.3,23.3,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-09,0,19.9,22.8,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-10,0,19.6,22.8,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-11,0,19,21.7,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-12,0,18.9,20.6,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-13,0.3,18.7,20.6,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-14,0,18.3,21.7,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-15,0,18.9,23.3,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-16,0,19.2,22.8,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-17,0,19.6,23.3,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-18,0,19.2,22.8,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-19,0,19.6,26.1,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-20,0,25.3,31.1,21.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-21,0,23.9,26.1,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-22,0,21.1,23.9,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-23,0,20.1,23.9,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-24,0,21.7,28.9,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-25,0,23.6,33.3,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-26,0,28.6,38.3,21.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-27,0,28.1,35.6,22.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-28,0,26,30,21.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-29,0,23.9,28.9,20.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-09-30,0,22.6,26.7,19.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-01,0,21.4,25.6,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-02,0,19.7,23.3,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-03,0,18.9,22.8,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-04,0,18.9,23.3,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-05,0,18.6,22.8,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-06,0,19,23.3,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-07,0,21.9,31.1,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-08,0,22.3,28.9,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-09,0,21.5,27.8,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-10,0,20.7,24.4,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-11,0,17.9,20.6,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-12,0,17.6,20,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-13,0,17.4,21.1,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-14,0,17.7,20.6,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-15,0,18.4,21.7,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-16,0,19.4,22.2,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-17,6.6,18.8,20.6,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-18,0,18,22.2,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-19,0,20.2,30,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-20,0,26.1,36.1,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-21,0,25.6,31.7,18.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-22,0,20.6,25.6,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-23,0.5,18.9,27.2,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-24,0.8,19.4,21.1,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-25,0,18.3,21.7,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-26,0,17.8,22.2,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-27,0,19,24.4,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-28,0,19.9,23.9,17.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-29,0,19.6,24.4,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-30,1.3,19,19.4,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-10-31,0,17,20,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-01,0,16.4,20,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-02,0,16.9,22.8,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-03,0,20.9,30.6,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-04,0,20.2,25.6,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-05,0,18.3,23.3,13.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-06,0,16.7,22.2,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-07,0,17.1,21.7,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-08,0,18.9,26.7,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-09,0,24.5,34.4,18.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-10,0,24.9,32.8,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-11,0,23.4,30.6,17.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-12,0,21.3,27.2,16.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-13,0,21.7,30,16.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-14,0,21.3,29.4,15.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-15,0,18,23.3,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-16,0,16.6,20,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-17,0,16.8,22.2,10.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-18,0,18.1,25,12.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-19,0,16.5,21.7,11.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-20,12.7,15.5,17.8,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-21,7.4,15.1,17.8,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-22,0,15.8,19.4,11.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-23,0,15.4,22.2,10.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-24,0,17.8,26.7,10.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-25,0,17.7,24.4,10.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-26,6.4,13.2,16.7,8.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-27,1.8,12.7,17.8,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-28,0,13.5,16.7,8.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-29,0,13.7,20,8.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-11-30,0,14,19.4,8.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-01,0,13.7,18.9,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-02,0,15.2,19.4,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-03,0,14.1,18.9,7.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-04,0,13.6,19.4,7.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-05,0,14.2,18.3,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-06,0,14.8,18.3,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-07,0,13.7,17.8,10.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-08,0,14.1,18.3,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-09,0,14.4,17.8,11.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-10,0,15.1,17.8,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-11,1.3,16.2,18.3,15
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-12,0,15.8,17.2,14.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-13,0,15.6,18.3,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-14,0,14.7,18.9,11.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-15,12.2,14.8,17.8,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-16,6.9,15,16.7,11.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-17,0,12.2,15.6,8.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-18,0,11.2,18.3,5
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-19,0,13.3,22.2,6.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-20,0,15.7,26.1,7.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-21,10.7,18.1,20.6,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-22,8.1,14.5,18.3,11.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-23,24.4,14.7,17.2,11.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-24,0.3,12.8,14.4,8.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-25,0,10.4,13.9,7.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-26,0,10.8,17.2,7.8
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-27,0,13.3,21.7,8.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-28,0,16.4,26.1,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-29,0,17.7,26.7,11.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-30,5.1,16.3,17.2,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2016-12-31,1.8,13.7,14.4,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-01,0,10.1,14.4,6.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-02,0,11.9,13.3,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-03,0,11.7,15,8.9
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-04,1,12.9,16.1,9.4
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-05,11.2,13.6,16.7,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-06,0,13.7,18.3,10
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-07,0.8,14.2,21.1,11.1
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-08,0,17.1,24.4,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-09,22.1,15.5,16.7,12.2
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-10,2.3,13.5,15,10.6
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-11,4.6,14.9,16.7,13.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-12,18,13.5,14.4,11.7
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-13,0,12.1,15,8.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-14,0,13.1,20.6,8.3
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-01-15,0,14.8,17.2,11.1
