"","study_area","subsite","soil_moisture","lat","long","elevation","ecosystem","exstart","year","treatment","plot","spp","woody","functional_group","genus","species","phenophase","DOY","snowfree_date","data_provider","data_provider_email","inv_DOY","log10_DOY","sqrt_DOY","log_DOY"
"333","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B5_CB5-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",188,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"334","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B5_CB5-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",188,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"335","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B5_CB5-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",202,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"336","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B5_CB5-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",188,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"337","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B5_CB5-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",195,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00512820512820513,2.29003461136252,13.9642400437689,5.27299955856375
"338","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B6_CB6-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",188,163,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"339","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B6_CB6-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",195,163,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00512820512820513,2.29003461136252,13.9642400437689,5.27299955856375
"340","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B6_CB6-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",216,163,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00462962962962963,2.33445375115093,14.6969384566991,5.37527840768417
"341","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2011,"CTL","B_B6_CB6-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",216,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00462962962962963,2.33445375115093,14.6969384566991,5.37527840768417
"342","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C7_CC7-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",202,157,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"343","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C7_CC7-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",223,157,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00448430493273543,2.34830486304816,14.9331845230681,5.40717177146012
"344","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C7_CC7-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",202,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"345","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C7_CC7-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",223,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00448430493273543,2.34830486304816,14.9331845230681,5.40717177146012
"346","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C7_CC7-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",181,157,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00552486187845304,2.25767857486918,13.4536240470737,5.19849703126583
"347","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C7_CC7-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",209,157,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00478468899521531,2.32014628611105,14.456832294801,5.34233425196481
"348","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C8_CC8-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",188,146,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"349","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C8_CC8-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",174,146,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00574712643678161,2.2405492482826,13.1909059582729,5.15905529921453
"350","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C8_CC8-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",188,146,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"351","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C9_CC9-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",174,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00574712643678161,2.2405492482826,13.1909059582729,5.15905529921453
"352","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C9_CC9-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",202,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"353","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C9_CC9-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",181,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00552486187845304,2.25767857486918,13.4536240470737,5.19849703126583
"354","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C9_CC9-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",195,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00512820512820513,2.29003461136252,13.9642400437689,5.27299955856375
"355","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C9_CC9-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",181,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00552486187845304,2.25767857486918,13.4536240470737,5.19849703126583
"356","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","C_C9_CC9-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",195,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00512820512820513,2.29003461136252,13.9642400437689,5.27299955856375
"357","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D10_CD10-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",188,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"358","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D10_CD10-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",230,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00434782608695652,2.36172783601759,15.1657508881031,5.4380793089232
"359","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D10_CD10-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",188,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"360","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D10_CD10-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",230,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00434782608695652,2.36172783601759,15.1657508881031,5.4380793089232
"361","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D10_CD10-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",202,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"362","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D11_CD11-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",181,154,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00552486187845304,2.25767857486918,13.4536240470737,5.19849703126583
"363","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D11_CD11-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",202,154,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"364","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D11_CD11-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",181,154,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00552486187845304,2.25767857486918,13.4536240470737,5.19849703126583
"365","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D11_CD11-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",195,154,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00512820512820513,2.29003461136252,13.9642400437689,5.27299955856375
"366","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D11_CD11-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",181,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00552486187845304,2.25767857486918,13.4536240470737,5.19849703126583
"367","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D11_CD11-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",195,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00512820512820513,2.29003461136252,13.9642400437689,5.27299955856375
"368","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D12_CD12-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",202,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"369","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D12_CD12-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",188,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"370","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D12_CD12-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",188,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00531914893617021,2.27415784926368,13.7113092008021,5.23644196282995
"371","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2011,"CTL","D_D12_CD12-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",202,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00495049504950495,2.30535136944662,14.2126704035519,5.30826769740121
"372","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A1_CA1-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",214,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"373","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A1_CA1-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",235,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00425531914893617,2.37106786227174,15.3297097167559,5.45958551414416
"374","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A1_CA1-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"375","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A1_CA1-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",207,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"376","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A1_CA1-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"377","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A1_CA1-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",214,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"378","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A1_CA1-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",214,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"379","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_A2-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",207,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"380","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_A2-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",222,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0045045045045045,2.34635297445064,14.8996644257513,5.40267738187228
"381","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_A2-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,163,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"382","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_A2-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",214,163,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"383","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_A2-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"384","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_A2-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",222,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0045045045045045,2.34635297445064,14.8996644257513,5.40267738187228
"385","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_A2-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",207,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"386","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_CA2-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"387","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_CA2-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"388","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_CA2-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",214,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"389","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_CA2-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"390","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_CA2-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"391","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_CA2-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",207,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"392","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A2_RA2-2","POLVIV","herb","forb","Polygonum","viviparum","flower",207,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"393","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A3_CA3-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",207,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"394","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A3_CA3-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"395","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A3_CA3-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"396","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A3_CA3-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"397","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A3_CA3-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",207,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"398","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A3_CA3-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"399","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","A_A3_CA3-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,158,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"400","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B4_CB4-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",222,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0045045045045045,2.34635297445064,14.8996644257513,5.40267738187228
"401","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B4_CB4-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",214,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"402","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B4_CB4-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",208,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"403","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,167,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"404","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",208,170,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"405","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",208,170,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"406","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",214,165,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"407","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,170,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"408","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",214,170,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"409","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,170,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"410","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",214,170,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"411","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B5_CB5-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,170,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"412","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B6_CB6-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",242,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00413223140495868,2.38381536598043,15.556349186104,5.48893772615669
"413","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B6_CB6-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",208,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"414","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B6_CB6-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",222,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0045045045045045,2.34635297445064,14.8996644257513,5.40267738187228
"415","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B6_CB6-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",208,163,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"416","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B6_CB6-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",222,163,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0045045045045045,2.34635297445064,14.8996644257513,5.40267738187228
"417","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2012,"CTL","B_B6_CB6-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",222,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0045045045045045,2.34635297445064,14.8996644257513,5.40267738187228
"418","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2012,"CTL","C_C7_CC7-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",207,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"419","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2012,"CTL","C_C7_CC7-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"420","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2012,"CTL","C_C7_CC7-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",214,160,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00467289719626168,2.33041377334919,14.6287388383278,5.36597601502185
"421","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2012,"CTL","C_C7_CC7-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",207,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
"422","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2012,"CTL","C_C7_CC7-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",200,152,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"423","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2012,"CTL","C_C7_CC7-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"424","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2012,"CTL","C_C7_CC7-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",207,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00483091787439614,2.31597034545692,14.3874945699382,5.33271879326537
